Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Geo_Location,USA,Host,Isolation_Source,Collection_Date,GenBank_Title
MT482131,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0151/2020, complete genome"
MT482132,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0152/2020, complete genome"
MT482133,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0153/2020, complete genome"
MT482134,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29848,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0154/2020, complete genome"
MT482135,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29866,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0155/2020, complete genome"
MT482136,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0156/2020, complete genome"
MT482137,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29893,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0157/2020, complete genome"
MT482138,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0158/2020, complete genome"
MT482139,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0159/2020, complete genome"
MT482140,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29819,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0160/2020, complete genome"
MT482141,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0161/2020, complete genome"
MT482142,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29901,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0162/2020, complete genome"
MT482143,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29824,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0163/2020, complete genome"
MT482144,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29855,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0164/2020, complete genome"
MT482145,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0165/2020, complete genome"
MT482146,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0166/2020, complete genome"
MT482147,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29865,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0167/2020, complete genome"
MT482148,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0168/2020, complete genome"
MT482149,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29850,GenBank,complete,USA: VA,VA,Homo sapiens,,2020-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VA-DCLS-0169/2020, complete genome"
MT472621,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: PA,PA,Homo sapiens,oronasopharynx,2020-03-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PA-CDC-2908/2020, complete genome"
MT472622,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: MD,MD,Homo sapiens,oronasopharynx,2020-03-04,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/MD-CDC-0025/2020, complete genome"
MT472623,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: VT,VT,Homo sapiens,"lung, oronasopharynx",2020-03-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/VT-CDC-0303/2020, complete genome"
MT472624,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: FL,FL,Homo sapiens,oronasopharynx,2020-03-06,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/FL-CDC-7619/2020, complete genome"
MT472625,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: PR,PR,Homo sapiens,oronasopharynx,2020-03-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/PR-CDC-3578/2020, complete genome"
MT472626,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: IA,IA,Homo sapiens,oronasopharynx,2020-03-07,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/IA-CDC-8200/2020, complete genome"
MT472627,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29882,GenBank,complete,USA: DC,DC,Homo sapiens,oronasopharynx,2020-03-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/DC-CDC-0019/2020, complete genome"
MT474126,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29871,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1121/2020, complete genome"
MT474127,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29846,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1122/2020, complete genome"
MT474128,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1123/2020, complete genome"
MT474129,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29875,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-25,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1124/2020, complete genome"
MT474130,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29859,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1125/2020, complete genome"
MT474132,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29873,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1127/2020, complete genome"
MT474133,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-05,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1128/2020, complete genome"
MT474134,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1129/2020, complete genome"
MT474135,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-31,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1131/2020, complete genome"
MT474136,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-03-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1132/2020, complete genome"
MT474137,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-08,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1133/2020, complete genome"
MT474138,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-12,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1134/2020, complete genome"
MT476384,2020-05-15T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29894,GenBank,complete,USA: FL,FL,,,2020-02-21,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/ENV/USA/UF-11/2020, complete genome"
MT466583,2020-05-14T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29847,GenBank,complete,USA: AK,AK,Homo sapiens,,2020-03-15,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/AK002/2020, complete genome"
MT459988,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,GenBank,complete,USA: SC,SC,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-NHRC-01/2020, complete genome"
MT459989,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,GenBank,complete,USA: SC,SC,Homo sapiens,oronasopharynx,2020-03-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-NHRC-02/2020, complete genome"
MT459990,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29890,GenBank,complete,USA: SC,SC,Homo sapiens,oronasopharynx,2020-03-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/SC-NHRC-03/2020, complete genome"
MT460089,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-05-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1089/2020, complete genome"
MT460090,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29896,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-05-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1090/2020, complete genome"
MT460091,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-05-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1091/2020, complete genome"
MT460092,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29857,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-05-01,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1092/2020, complete genome"
MT460113,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29891,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1093/2020, complete genome"
MT460114,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29860,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1094/2020, complete genome"
MT460115,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1095/2020, complete genome"
MT460116,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1096/2020, complete genome"
MT460117,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29863,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-26,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1097/2020, complete genome"
MT460119,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1099/2020, complete genome"
MT460120,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29867,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1100/2020, complete genome"
MT460121,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29856,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-27,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1101/2020, complete genome"
MT460124,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29851,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1104/2020, complete genome"
MT460125,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1105/2020, complete genome"
MT460127,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29868,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1107/2020, complete genome"
MT460128,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29900,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1108/2020, complete genome"
MT460129,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1109/2020, complete genome"
MT460130,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29870,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1110/2020, complete genome"
MT460132,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29869,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1112/2020, complete genome"
MT460133,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1113/2020, complete genome"
MT460135,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1115/2020, complete genome"
MT460136,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29872,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1116/2020, complete genome"
MT460137,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29858,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1117/2020, complete genome"
MT460138,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29862,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1118/2020, complete genome"
MT460139,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29861,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-30,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1119/2020, complete genome"
MT460140,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29903,GenBank,complete,USA: CA,CA,Homo sapiens,,2020-04-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/CA-CZB-1120/2020, complete genome"
MT461603,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29912,GenBank,complete,USA,,Homo sapiens,,2020-03-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/UNKNOWN-UW-3982/2020, complete genome"
MT461604,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29910,GenBank,complete,USA: WA,WA,Homo sapiens,,2020-03-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4009/2020, complete genome"
MT461605,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29902,GenBank,complete,USA: WA,WA,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4014/2020, complete genome"
MT461606,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29898,GenBank,complete,USA: WA,WA,Homo sapiens,,2020-03-28,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4015/2020, complete genome"
MT461607,2020-05-13T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,29921,GenBank,complete,USA: WA,WA,Homo sapiens,,2020-03-29,"Severe acute respiratory syndrome coronavirus 2 isolate SARS-CoV-2/human/USA/WA-UW-4021/2020, complete genome"
